,PSTATABB,PNAME,SECTOR,CNTYNAME,LAT,LON,UTLSRVNM,BANAME,PLFUELCT,NAMEPCAP,PLNGENAN,PLCO2AN,PLGENACL,PLGENAOL,PLGENAGS,PLGENAHY,PLGENABM,PLGENAWI,PLGENASO,PLGENAGT,PLGENAOF,PLGENATN,PLGENATR
1273,CA,Rodeo Solar C2,IPP Non-CHP,Los Angeles,34.713333,-118.289444,AES Distributed Energy,California Independent System Operator,SOLAR,1.5,3881,,0,0,0,0,0,0,3881,0,0,0,3881
1274,CA,Rodeo Solar D2,IPP Non-CHP,Los Angeles,34.713333,-118.289444,AES Distributed Energy,California Independent System Operator,SOLAR,1.5,3157,,0,0,0,0,0,0,3157,0,0,0,3157
1275,CA,Roll Delano,IPP Non-CHP,Kern,35.734167,-119.236667,Bloom Energy,California Independent System Operator,GAS,1.2,7125,,0,0,7125,0,0,0,0,0,0,7125,0
1276,CA,Roll Delano 2,IPP Non-CHP,Kern,35.739722,-119.238056,Bloom Energy,California Independent System Operator,GAS,1.6,8086,,0,0,8086,0,0,0,0,0,0,8086,0
1277,CA,Roll Lost Hills,IPP Non-CHP,Kern,35.653056,-119.889722,Bloom Energy,California Independent System Operator,GAS,1.1,6501,,0,0,6501,0,0,0,0,0,0,6501,0
1278,CA,Rollins,IPP Non-CHP,Placer,39.134259,-120.953341,Nevada Irrigation District,California Independent System Operator,HYDRO,12.1,53559,,0,0,0,53559,0,0,0,0,0,0,53559
1279,CA,Roseville Energy Park,Electric Utility,Placer,38.7928,-121.3811,City of Roseville - (CA),Balancing Authority of Northern California,GAS,225,607480,299719.415,0,0,607479.94,0,0,0,0,0,0,607479.94,0
1280,CA,Roseville Power Plant #2,Electric Utility,Placer,38.810677,-121.323807,City of Roseville - (CA),Balancing Authority of Northern California,GAS,66,5826,6004.708,0,3.926,5822.074,0,0,0,0,0,0,5826,0
1281,CA,RPUWD Scheuer Well Solar Project,IPP Non-CHP,San Bernardino,34.11193,-117.27326,MN8 Energy LLC,California Independent System Operator,SOLAR,3,6003,,0,0,0,0,0,0,6003,0,0,0,6003
1282,CA,"Rudy Solar, LLC",IPP Non-CHP,San Bernardino,34.766389,-117.323611,"CD US Solar PO 3, LLC",California Independent System Operator,SOLAR,1.5,2021,,0,0,0,0,0,0,2021,0,0,0,2021
1283,CA,Rush Creek,Electric Utility,Mono,37.766954,-119.123284,Southern California Edison Co,California Independent System Operator,HYDRO,13.1,32653,,0,0,0,32653,0,0,0,0,0,0,32653
1284,CA,Russell City Energy Company LLC,IPP Non-CHP,Alameda,37.63466,-122.13381,Russell City Energy Company LLC,California Independent System Operator,GAS,655,1037388,455369.244,0,0,1037388,0,0,0,0,0,0,1037388,0
1285,CA,Rutan,IPP Non-CHP,Los Angeles,34.643889,-118.163056,CD US Solar MT 2 LLC,California Independent System Operator,SOLAR,4,3260,,0,0,0,0,0,0,3260,0,0,0,3260
1286,CA,Sacramento (SMUD),IPP Non-CHP,Sacramento,38.587222,-121.457778,Terraform Arcadia,Balancing Authority of Northern California,SOLAR,1.5,2244,,0,0,0,0,0,0,2244,0,0,0,2244
1287,CA,Sacramento Fairbain Water Treatment Plant,IPP Non-CHP,Sacramento,38.554802,-121.416791,Tesla Inc.,Balancing Authority of Northern California,SOLAR,1,1356,,0,0,0,0,0,0,1356,0,0,0,1356
1288,CA,Sacramento Regional County Sanitation PV,IPP Non-CHP,Sacramento,38.448604,-121.46369,Tesla Inc.,Balancing Authority of Northern California,SOLAR,3.5,7100,,0,0,0,0,0,0,7100,0,0,0,7100
1289,CA,Sacramento Soleil LLC,IPP Non-CHP,Sacramento,38.44979,-121.16469,"EDF Renewable Asset Holdings, Inc.",Balancing Authority of Northern California,SOLAR,1,,,,,,,,,,,,,
1290,CA,Salt Springs,Electric Utility,Amador,38.497914,-120.21811,Pacific Gas & Electric Co.,California Independent System Operator,HYDRO,42,128143,,0,0,0,128143,0,0,0,0,0,0,128143
1291,CA,Salton Sea Power Gen Co - Unit 2,IPP Non-CHP,Imperial,33.1589,-115.6455,CalEnergy Operating Corporation,Imperial Irrigation District,GEOTHERMAL,20,77505,3441.208,0,0,0,0,0,0,0,77505,0,0,77505
1292,CA,Salton Sea Power Gen Co - Unit 3,IPP Non-CHP,Imperial,33.158153,-115.638656,CalEnergy Operating Corporation,Imperial Irrigation District,GEOTHERMAL,53.9,304127,13503.235,0,0,0,0,0,0,0,304127,0,0,304127
1293,CA,Salton Sea Power Gen Co - Unit 4,IPP Non-CHP,Imperial,33.157,-115.6386,CalEnergy Operating Corporation,Imperial Irrigation District,GEOTHERMAL,47.5,323495,14363.179,0,0,0,0,0,0,0,323495,0,0,323495
1294,CA,Salton Sea Power Gen Co Unit 1,IPP Non-CHP,Imperial,33.158,-115.6475,CalEnergy Operating Corporation,Imperial Irrigation District,GEOTHERMAL,10,79158,3514.614,0,0,0,0,0,0,0,79158,0,0,79158
1295,CA,Salton Sea Power LLC - Unit 5,IPP Non-CHP,Imperial,33.1533,-115.6384,CalEnergy Operating Corporation,Imperial Irrigation District,GEOTHERMAL,58.3,279629,12415.526,0,0,0,0,0,0,0,279629,0,0,279629
1296,CA,San Antonio West Solar Rooftop,IPP Non-CHP,Riverside,33.965617,-117.659059,SS San Antonio West LLC,California Independent System Operator,SOLAR,1.5,1541,,0,0,0,0,0,0,1541,0,0,0,1541
1297,CA,San Diego - EMDF at San Diego,IPP Non-CHP,San Diego,32.590258,-116.91949,"California PV Energy 3, LLC",California Independent System Operator,SOLAR,2.9,4922,,0,0,0,0,0,0,4922,0,0,0,4922
1298,CA,San Diego - NCRC at Vista,IPP Non-CHP,San Diego,33.190283,-117.255584,"California PV Energy 3, LLC",California Independent System Operator,SOLAR,1.8,3163,,0,0,0,0,0,0,3163,0,0,0,3163
1299,CA,San Diego Community College,IPP Non-CHP,San Diego,32.805901,-117.167738,Bloom Energy,California Independent System Operator,GAS,1,7833,,0,0,7833,0,0,0,0,0,0,7833,0
1300,CA,San Dimas,Electric Utility,Los Angeles,34.1275,-117.7958,Metropolitan Water District of S CA,California Independent System Operator,HYDRO,9.9,4035,,0,0,0,4035,0,0,0,0,0,0,4035
1301,CA,San Dimas Wash Generating Station,IPP Non-CHP,Los Angeles,34.124171,-117.805091,San Gabriel Valley Mun Wtr Dt,California Independent System Operator,HYDRO,1,0,,0,0,0,0,0,0,0,0,0,0,0
1302,CA,San Fernando,Electric Utility,Los Angeles,34.312778,-118.492778,Los Angeles Department of Water & Power,Los Angeles Department of Water and Power,HYDRO,5.6,274,,0,0,0,274,0,0,0,0,0,0,274
1303,CA,San Francisquito 1,Electric Utility,Los Angeles,34.590183,-118.454676,Los Angeles Department of Water & Power,Los Angeles Department of Water and Power,HYDRO,65.5,44663,,0,0,0,44663,0,0,0,0,0,0,44663
1304,CA,San Francisquito 2,Electric Utility,Los Angeles,34.534337,-118.525113,Los Angeles Department of Water & Power,Los Angeles Department of Water and Power,HYDRO,46,10658.999,,0,0,0,10659,0,0,0,0,0,0,10659
1305,CA,San Gabriel Hydro Project,IPP Non-CHP,Los Angeles,34.204311,-117.855714,Los Angeles County-San Gabriel,California Independent System Operator,HYDRO,5,3316,,0,0,0,3316,0,0,0,0,0,0,3316
1306,CA,San Gorgonio Farms Wind Farm,IPP Non-CHP,Riverside,33.926111,-116.615,San Gorgonio Farms Inc,California Independent System Operator,WIND,31,62393,,0,0,0,0,0,62393,0,0,0,0,62393
1307,CA,San Gorgonio Westwinds II LLC,IPP Non-CHP,Riverside,33.934,-116.5781,Terra-Gen Operating Co-Wind,California Independent System Operator,WIND,43.4,108801,,0,0,0,0,0,108801,0,0,0,0,108801
1308,CA,San Gorgonio Windplant WPP1993,IPP Non-CHP,Riverside,33.918395,-116.573906,"FPL Energy Operating Services, Inc.",California Independent System Operator,WIND,49.5,161564,,0,0,0,0,0,161564,0,0,0,0,161564
1309,CA,San Joaquin 2,Electric Utility,Madera,37.203233,-119.497508,Pacific Gas & Electric Co.,California Independent System Operator,HYDRO,2.8,1391,,0,0,0,1391,0,0,0,0,0,0,1391
1310,CA,San Joaquin 3,Electric Utility,Madera,37.253718,-119.519352,Pacific Gas & Electric Co.,California Independent System Operator,HYDRO,4,,,,,,,,,,,,,
1311,CA,San Joaquin Solar,IPP Non-CHP,Fresno,36.527,-120.149,"GASNA 6P, LLC",California Independent System Operator,SOLAR,21.3,31376,,0,0,0,0,0,0,31376,0,0,0,31376
1312,CA,San Pablo Raceway,IPP Non-CHP,Los Angeles,34.723748,-118.280345,AES Distributed Energy,California Independent System Operator,SOLAR,100,255476,,0,0,0,0,0,0,255476,0,0,0,255476
1313,CA,Sanborn BESS 1,IPP Non-CHP,Kern,35.027264,-118.139236,Terra-Gen Operating Co-BESS,California Independent System Operator,OTHF,100,-15714,,0,0,0,0,0,0,0,0,0,-15714,0
1314,CA,Sanborn BESS 2,IPP Non-CHP,Kern,35.027264,-118.140078,Terra-Gen Operating Co-BESS,California Independent System Operator,OTHF,100,-21828,,0,0,0,0,0,0,0,0,0,-21828,0
1315,CA,Sand Bar Power Plant,IPP Non-CHP,Tuolumne,38.1861,-120.15,Tri-Dam Power Authority,California Independent System Operator,HYDRO,16.2,69772,,0,0,0,69772,0,0,0,0,0,0,69772
1316,CA,Sand Drag LLC,IPP Non-CHP,Kings,35.982778,-120.110277,Avenal Solar Holdings LLC,California Independent System Operator,SOLAR,19,35506,,0,0,0,0,0,0,35506,0,0,0,35506
1317,CA,Santa Ana 1,Electric Utility,San Bernardino,34.14522,-117.058481,Southern California Edison Co,California Independent System Operator,HYDRO,3.2,-31,,0,0,0,-31,0,0,0,0,0,0,-31
1318,CA,Santa Ana 3,Electric Utility,San Bernardino,34.107245,-117.099091,Southern California Edison Co,California Independent System Operator,HYDRO,3.1,1931,,0,0,0,1931,0,0,0,0,0,0,1931
1319,CA,Santa Ana Storage 2,IPP Non-CHP,Orange,33.715016,-117.853984,"Johanna Energy Center, LLC",California Independent System Operator,OTHF,20,-5851,,0,0,0,0,0,0,0,0,0,-5851,0
1320,CA,Santa Clara Cogen,Electric Utility,Santa Clara,37.364297,-121.944238,City of Santa Clara - (CA),California Independent System Operator,GAS,7.8,27634,14844.583,0,0,27634,0,0,0,0,0,0,27634,0
1321,CA,Santa Cruz Energy,IPP Non-CHP,Santa Cruz,36.973333,-122.105556,Santa Cruz Energy LLC,California Independent System Operator,BIOMASS,1.6,9886,0,0,0,0,0,9886,0,0,0,0,0,9886
1322,CA,Santa Fe Springs Rooftop Solar BLDG H,IPP Non-CHP,Los Angeles,33.910833,-118.044444,Golden Springs Development Company LLC,California Independent System Operator,SOLAR,1.5,2751,,0,0,0,0,0,0,2751,0,0,0,2751
1323,CA,Santa Fe Springs Rooftop Solar BLDG M,IPP Non-CHP,Los Angeles,33.910833,-118.044444,Golden Springs Development Company LLC,California Independent System Operator,SOLAR,1.8,3073,,0,0,0,0,0,0,3073,0,0,0,3073
1324,CA,Santa Felicia Dam,IPP Non-CHP,Ventura,34.461667,-118.7511,United Water Conservation District,California Independent System Operator,HYDRO,1.3,0,,0,0,0,0,0,0,0,0,0,0,0
1325,CA,Santa Rosa Junior College Petaluma Solar,IPP Non-CHP,Sonoma,38.46905,-122.72188,Sonoma County Junior College District,California Independent System Operator,SOLAR,1.2,10,,0,0,0,0,0,0,10,0,0,0,10
1326,CA,Saticoy,IPP Non-CHP,Ventura,34.256691000000004,-119.15726,"Ventura Energy Storage, LLC",California Independent System Operator,OTHF,100,-18576,,0,0,0,0,0,0,0,0,0,-18576,0
1327,CA,Scattergood Generating Station,Electric Utility,Los Angeles,33.918151,-118.427648,Los Angeles Department of Water & Power,Los Angeles Department of Water and Power,GAS,876,1888081,837569.727,0,0,1888081,0,0,0,0,0,0,1888081,0
1328,CA,SCC - San Jose,IPP Non-CHP,Santa Clara,37.35106,-121.90551,Bloom Energy,California Independent System Operator,GAS,1,7355,,0,0,7355,0,0,0,0,0,0,7355,0
1329,CA,SCCCD - Clovis Community College,IPP Non-CHP,Fresno,36.885463,-119.731899,"Forefront Power, LLC",California Independent System Operator,SOLAR,1.2,2093,,0,0,0,0,0,0,2093,0,0,0,2093
1330,CA,SCCCD - Fresno Community College,IPP Non-CHP,Fresno,36.76655,-119.79858,"Forefront Power, LLC",California Independent System Operator,SOLAR,2.2,3859,,0,0,0,0,0,0,3859,0,0,0,3859
1331,CA,SCDA Solar 1,IPP Non-CHP,Sacramento,38.690186,-121.586514,"SCDA Solar 1, LLC",California Independent System Operator,SOLAR,7,14864,,0,0,0,0,0,0,14864,0,0,0,14864
1332,CA,SCE-Snowline-Duncan Road (North),IPP Non-CHP,San Bernardino,34.473889,-117.562778,SunEdison LLC,California Independent System Operator,SOLAR,1.5,3216,,0,0,0,0,0,0,3216,0,0,0,3216
1333,CA,SCE-Snowline-Duncan Road (South),IPP Non-CHP,San Bernardino,34.471389,-117.562222,SunEdison LLC,California Independent System Operator,SOLAR,1,1974,,0,0,0,0,0,0,1974,0,0,0,1974
1334,CA,SCE-Snowline-White Rd (Central),IPP Non-CHP,San Bernardino,34.415278,-117.47,SunEdison LLC,California Independent System Operator,SOLAR,1.5,3540,,0,0,0,0,0,0,3540,0,0,0,3540
